RC#,RC Name,Category,Vendor#,Vendor Name,Address 1,Address 2,City,State,ZIP code,Amount,TPN_ID
41,Johnstown Campus,6000,588956,UP-N-RUNNING,208 W. HIGH ST,,EBENSBURG,PA,15931,1896,41-6000-588956
41,Johnstown Campus,6000,605579,PDQ.COM CORPORATION,PO BOX 1229,,SALT LAKE CITY,UT,84110,1800,41-6000-605579
41,Johnstown Campus,6000,606546,MODEL APPAREL LLC,100 THIRD ST,,CHARLEROI,PA,15022,10368,41-6000-606546
41,Johnstown Campus,6000,613695,QUADIENT LEASING USA INC,DEPT 3682,PO BOX 123682,DALLAS,TX,75312-3682,1667,41-6000-613695
41,Johnstown Campus,6000,637388,ADVANTAGE DESIGN GROUP,6877 PHILIPS INDUSTRIAL BLVD,,JACKSONVILLE,FL,32256,2825,41-6000-637388
41,Johnstown Campus,6000,639132,AGSALT PROCESSING LLC,31285 STATE HWY 27,,GUYS MILLS,PA,16327,27227,41-6000-639132
41,Johnstown Campus,6000,663372,P.W. LEOPARD INC,5171 EISENHOWER PKWY,,MACON,GA,31206,8170,41-6000-663372
41,Johnstown Campus,6000,664030,NUTRIEN AG SOLUTIONS INC,121 PFLUGH ROAD,,BUTLER,PA,16001,6633,41-6000-664030
41,Johnstown Campus,6000,696703,JR MATS INC,1519 MCDANIEL DR,,WEST CHESTER,PA,19380,1188,41-6000-696703
41,Johnstown Campus,6400,102665,COLLEGE BOARD,PO BOX 910506,,DALLAS,TX,75391-0506,19973,41-6400-102665
41,Johnstown Campus,6400,102782,CIH SERVICES INC,UPARC,1065 WILLIAM PITT WAY,PITTSBURGH,PA,15238,5875,41-6400-102782
41,Johnstown Campus,6400,105624,INDIANA UNIVERSITY OF PENNSYLVANIA,ACCOUNTS RECEIVABLE OFFICE,219 CLARK HALL,INDIANA,PA,15705,79716,41-6400-105624
41,Johnstown Campus,6400,112009,US POSTAL SERVICE,115 BOYLSTON ST,,BRADFORD,PA,16701,2355,41-6400-112009
41,Johnstown Campus,6400,155441,NEON ENTERTAINMENT,29 CAMPBELL RD,,BUFFALO,NY,14215,1475,41-6400-155441
41,Johnstown Campus,6400,156652,COMMISSION ON ACCREDITATION FOR RESPIRAT,1248 HARWOOD RD,,BEDFORD,TX,76021,4050,41-6400-156652
41,Johnstown Campus,6400,157689,RPM SIGNS,624 LAMBERD AVE,,JOHNSTOWN,PA,15904,2450,41-6400-157689
41,Johnstown Campus,6400,169104,CHARTWELLS DINING SERVICES,C/O COMPASS GROUP USA,PO BOX 417632,BOSTON,MA,02241-7632,3320554,41-6400-169104
41,Johnstown Campus,6400,183094,CAM-RON VIDEO PRODUCTIONS LLC,301 EVERETT LANE,,BARNESBORO,PA,15714,2150,41-6400-183094
41,Johnstown Campus,6400,195228,PLAYFAIR INC,2207 OREGON ST,,BERKELEY,CA,94705,2500,41-6400-195228
41,Johnstown Campus,6400,235316,UNIQUE VENUES,PO BOX 7920,37347 US HIGHWAYS 6 & 24,AVON,CO,81620,4995,41-6400-235316
41,Johnstown Campus,6400,320366,RESIDENTIAL MANAGEMENT SYSTEMS INC,9131 ANSON WAY,SUITE 301,RALEIGH,NC,27615-5050,27657,41-6400-320366
41,Johnstown Campus,6400,322004,KAPLAN INC,KAPLAN HIGHER EDUCATION CORP,PO BOX 203882,DALLAS,TX,75320-3882,10504,41-6400-322004
41,Johnstown Campus,6400,336154,US DEPARTMENT OF HOMELAND SECURITY,55 CLINTON ST,BOX 267,GREENVILLE,PA,16125,3460,41-6400-336154
41,Johnstown Campus,6400,351891,PHANTOM ENTERTAINMENT,"50 CLAY ROAD, BLDG #2",,CARLISLE,PA,17015,5865,41-6400-351891
41,Johnstown Campus,6400,367879,"SIGN LANGUAGE SPECIALISTSOF WESTERN PA,",172 WATSON STREET,,JOHNSTOWN,PA,15905,1040,41-6400-367879
41,Johnstown Campus,6400,373856,KINETIC SOFTWARE INCORPORATED,PO BOX 8547 #24538,,BOSTON,MA,02114,2965,41-6400-373856
41,Johnstown Campus,6400,398781,ALLIED UNIVERSAL TECHNOLOGY SERVICES.,3669 NORTH PEACHTREE ROAD SUITE 100,,ATLANTA,GA,30341,3828,41-6400-398781
41,Johnstown Campus,6400,420596,CAPPEX.COM LLC,230 WEST MONROE ST,SUITE 1200,CHICAGO,IL,60606,30197,41-6400-420596
41,Johnstown Campus,6400,445063,JOHN KRAUSE ELECTRICAL SERVICE,P.O. BOX 93,,SIPESVILLE,PA,15561,1509,41-6400-445063
41,Johnstown Campus,6400,505335,METROPOLIS MANAGEMENT AND ENTERTAINMENT,5624 ARBUTUS CT,,NEWARK,CA,94560,2500,41-6400-505335
41,Johnstown Campus,6400,506584,"SPECTRUM SPORTS INTERNATIONAL, INC",3785 NORTH HWY 91,,HYDE PARK,UT,84318,1235,41-6400-506584
41,Johnstown Campus,6400,510642,EAGLES RIDGE INDUSTRIES,334 BUDFIELD ST,STE 134,JOHNSTOWN,PA,15904,2552,41-6400-510642
41,Johnstown Campus,6400,518292,ARBITERPAY TRUST ACCOUNT,C/O BANK OF UTAH (#1201921836),PO BOX 608,OGDEN,UT,84402-0608,4940,41-6400-518292
41,Johnstown Campus,6400,532483,321 BLINK,25 BRILLIANT AVE,,ASPINWALL,PA,15215,52000,41-6400-532483
41,Johnstown Campus,6400,536887,DLP CONEMAUGH MEMORIAL MEDICAL CENTER LL,PO BOX 603396,,CHARLOTTE,NC,28260-3396,80563,41-6400-536887
41,Johnstown Campus,6400,556495,SERVPRO OF EBENSBURG & INDIANA COUNTY,6733 ADMIRAL PERRY  HWY,,LORETTO,PA,15940,275000,41-6400-556495
41,Johnstown Campus,6400,566349,SKE DESIGNS SIGNS & GRAPHICS INC.,617 HOSPITAL DR.,,EVERETT,PA,15537,1470,41-6400-566349
41,Johnstown Campus,6400,630742,SIDE EFFECTS INC,259 INDUSTRIAL DR,,FRANKLIN,OH,45005,1200,41-6400-630742
41,Johnstown Campus,6400,659352,KAPLAN HIGHER EDUCATION CORP-NIT,1015 WINDWIND RIDGE PARKWAY,,ALPHARATTA,GA,30005,11634,41-6400-659352
41,Johnstown Campus,6400,675486,BRIDGEPERSPECTIVE LLC,213 FREEMAN DR,,JOHNSTOWN,PA,15904,3300,41-6400-675486
41,Johnstown Campus,6400,688931,"BASS/SCHULER ENTERTAINMENT, INC",4055 W. PETERSON AVE,SUITE 206,CHICAGO,IL,60646,3000,41-6400-688931
41,Johnstown Campus,6400,689457,"CRAFTS, DAVID M",763 EAST MOUNTAIN ST,,PASADENA,CA,91104,1000,41-6400-689457
41,Johnstown Campus,6400,689997,"HIGHLANDS GROUP, LLC",HIGHLANDS AT NORTH FORK,1225 SCALP AVE,JOHNSTOWN,PA,15904,3000,41-6400-689997
41,Johnstown Campus,6400,694999,JOHNSTOWN HEART & VASCULAR CENTER,374 THEATRE DR,,JOHNSTOWN,PA,15904,4851,41-6400-694999
41,Johnstown Campus,6400,696979,ST GEORGES LAB LLC,88 OSBORNE ST,,JOHNSTOWN,PA,15905,7650,41-6400-696979
41,Johnstown Campus,6600,218736,VERIZON WIRELESS,PO BOX 64754,,BALTIMORE,MD,21264-4754,13032,41-6600-218736
41,Johnstown Campus,6600,272633,METROLINE INC,2250 MEIJER DR,,TROY,MI,48084,1042,41-6600-272633
41,Johnstown Campus,6600,325840,ATLANTIC BROADBAND,24 MAIN ST,,BRADFORD,PA,16701,1617,41-6600-325840
41,Johnstown Campus,6600,383164,AT&T MOBILITY,P O BOX 6416,,CAROL STREAM,IL,60197-6416,10702,41-6600-383164
41,Johnstown Campus,6600,470426,INTERCONNECT OF WESTERN PA INC,PO BOX 282,,TIRE HILL,PA,15959,26420,41-6600-470426
41,Johnstown Campus,6600,641114,BULK TV TOPCO LLC,ALLBRIDGE LLC,PO BOX 638671,CINCINNATI,OH,45263,121116,41-6600-641114
41,Johnstown Campus,6700,112009,US POSTAL SERVICE,115 BOYLSTON ST,,BRADFORD,PA,16701,10000,41-6700-112009
41,Johnstown Campus,6700,572291,"QUADIENT FINANCE USA, INC",PO BOX 6813,,CAROL STREAM,IL,60197-6813,11000,41-6700-572291
41,Johnstown Campus,6700,613695,QUADIENT LEASING USA INC,DEPT 3682,PO BOX 123682,DALLAS,TX,75312-3682,3334,41-6700-613695
41,Johnstown Campus,6800,104370,PARADIGM INC,4663 HAYGOOD RD,STE 201,VIRGINIA BEACH,VA,23455,2379,41-6800-104370
41,Johnstown Campus,6800,223796,"LAUREL VALLEY GRAPHICS, INC",PO BOX 498,,LATROBE,PA,15650,42845,41-6800-223796
41,Johnstown Campus,6800,265680,STERLING PAPER CO,PO BOX 633306,,CINCINNATI,OH,45263-3306,4135,41-6800-265680
41,Johnstown Campus,6800,371909,"SINGLE, ALICE",605 SEESETOWN ROAD,,SIDMAN,PA,15955,9600,41-6800-371909
41,Johnstown Campus,6800,527532,SCOTT C. ASH,115 NORTH EDGEWOOD AVE,SCOTT ASH VISUAL COMMUNICATIONS,SOMERSET,PA,15501,2495,41-6800-527532
41,Johnstown Campus,6900,165114,AMERICAN ASSN OF COLLEGIATE REGISTRARS A,DISTRIBUTION CENTER,PO BOX 231,ANNAPOLIS JUNCTION,MD,20701,1048,41-6900-165114
41,Johnstown Campus,6900,352363,GREATER JOHNSTOWN /CAMBRIA COUNTY CHAMBE,CAMBRIA COUNTY,111 MARKET STREET,JOHNSTOWN,PA,15901,1190,41-6900-352363
41,Johnstown Campus,6900,494134,"PENNSYLVANIA STATE ATHLETIC CONFERENCE,",204 ULMER HALL,LOCK HAVEN UNIVERSITY,LOCK HAVEN,PA,17745,22000,41-6900-494134
41,Johnstown Campus,6900,558743,FOUR DISTINCTIONS LLC,COLLEGES OF DISTINCTION,4402 ESKEW DR,AUSTIN,TX,78749,3322,41-6900-558743
41,Johnstown Campus,7000,156883,HIGHLAND SEWER AND WATER AUTHORITY,120 TANK DRIVE,,JOHNSTOWN,PA,15904,187337,41-7000-156883
41,Johnstown Campus,7000,271651,PENELEC,PO BOX 3687,,AKRON,OH,44309-3687,1001276,41-7000-271651
41,Johnstown Campus,7000,328163,CJL ENGINEERING,416 MAIN ST,SUITE 200,JOHNSTOWN,PA,15901,3750,41-7000-328163
41,Johnstown Campus,7100,111330,TENNANT SALES AND SERVICE CO,PO BOX 71414,,CHICAGO,IL,60694-1414,2058,41-7100-111330
41,Johnstown Campus,7100,111536,TRANE US INC,PO BOX 406469,,ATLANTA,GA,30384-6469,46448,41-7100-111536
41,Johnstown Campus,7100,111646,TUSCANO-MAHER ROOFING INC,RR 3 BOX 29,,SALTBURG,PA,15681,10582,41-7100-111646
41,Johnstown Campus,7100,111678,UNIFIRST CORP,PO BOX 650481,,DALLAS,TX,75265,4391,41-7100-111678
41,Johnstown Campus,7100,112698,XEROX CORP,PO BOX 904099,,CHARLOTTE,NC,28290-4099,2419,41-7100-112698
41,Johnstown Campus,7100,122095,MERVAC PLUMBING & HEATING INC,135 5TH ST,STE 2,WINDBER,PA,15963,1200,41-7100-122095
41,Johnstown Campus,7100,129250,MAJOR BUILDERS INC,514 MENOHER BLVD,,JOHNSTOWN,PA,15901,2946,41-7100-129250
41,Johnstown Campus,7100,150018,PENN POWER SYSTEMS,PO BOX 3686,,AKRON,OH,44309-3686,6598,41-7100-150018
41,Johnstown Campus,7100,156833,DEAN JORDAN INCORPORATED - GOODYEAR,1050 EISENHOWER BOULEVARD,,JOHNSTOWN,PA,15904,4701,41-7100-156833
41,Johnstown Campus,7100,156931,KAZA FIRE EQUIPMENT COMPANY LLC,155 LOVELL AVENUE,SUITE ONE,EBENSBURG,PA,15931,10081,41-7100-156931
41,Johnstown Campus,7100,156950,KRISAYS APPLIANCE,521 FRANKLIN STRET,,JOHNSTOWN,PA,15901,3670,41-7100-156950
41,Johnstown Campus,7100,156962,EASTERN ELEVATOR SERVICE AND SALES CO,518 VERLA DRIVE,PO BOX 158,WINDBER,PA,15963-0158,34997,41-7100-156962
41,Johnstown Campus,7100,157318,LAUREL FORD,135 FORD DRIVE,,WINDBER,PA,15963,11509,41-7100-157318
41,Johnstown Campus,7100,157430,ADVANCED OFFICE SYSTEMS INC,2441 BEDFORD ST,,JOHNSTOWN,PA,15904,1475,41-7100-157430
41,Johnstown Campus,7100,157475,LAUREL MANAGEMENT CO,111 ROOSEVELT BLVD,,JOHNSTOWN,PA,15906,3632,41-7100-157475
41,Johnstown Campus,7100,159283,CBORD GROUP INC,PO BOX 933991,,ATLANTA,GA,31193-3991,28236,41-7100-159283
41,Johnstown Campus,7100,159310,BATTERY WAREHOUSE,110 LUNDY LANE,,JOHNSTOWN,PA,15904,1155,41-7100-159310
41,Johnstown Campus,7100,159382,MAKDAD INDUSTRIAL SUPPLY CO INC,PO BOX 831,1227-31 9TH AVE,ALTOONA,PA,16603,34098,41-7100-159382
41,Johnstown Campus,7100,162073,JESCO INC,500 13TH STREET,,WINDBER,PA,15963,4662,41-7100-162073
41,Johnstown Campus,7100,162254,"ALLEGHENY SUPPLY AND MAINTENANCE CO, INC",PO BOX 186,,DUNCANSVILLE,PA,16635,1026,41-7100-162254
41,Johnstown Campus,7100,162441,HOBART SALES AND SERVICE,400 SOUTH GREENWOOD ROAD,,ALTOONA,PA,16602,31695,41-7100-162441
41,Johnstown Campus,7100,164415,BLAINE WINDOW HARDWARE INC,17319 BLAINE DRIVE,,HAGERSTOWN,MD,21740,5411,41-7100-164415
41,Johnstown Campus,7100,188777,WEST CENTRAL EQUIPMENT,170 PITTSBURGH RD,,BUTLER,PA,16001,10689,41-7100-188777
41,Johnstown Campus,7100,193646,OVERHEAD DOOR COMPANY OF JOHNSTOWN,821 PINE STREET,,JOHNSTOWN,PA,15902,1219,41-7100-193646
41,Johnstown Campus,7100,195589,THE LONG BARN INC II,777 LOCUST STREET,BOX 356,SAINT MICHAEL,PA,15951,6989,41-7100-195589
41,Johnstown Campus,7100,216384,BARCLAY ELECTRIC,894 FRANKSTOWN RD,,SIDMAN,PA,15955,7258,41-7100-216384
41,Johnstown Campus,7100,233807,HAPCHUK INC,226 RANKIN ROAD,,WASHINGTON,PA,15301,2620,41-7100-233807
41,Johnstown Campus,7100,248635,GRAINGER,3750 BROOKSIDE PKWY,STE 260,ALPHARETTA,GA,30022-1433,34877,41-7100-248635
41,Johnstown Campus,7100,257995,QUICK RESPONSE FIRE PROTECTION SYSTEMS I,P.O. BOX 684,235 BRIDGE ST,HASTINGS,PA,16646,2350,41-7100-257995
41,Johnstown Campus,7100,268199,JOHNSON CONTROLS FIRE PROTECTION LP,LOCKBOX 93107,131 S DEARBORN STREET FL 6,CHICAGO,IL,60603,8155,41-7100-268199
41,Johnstown Campus,7100,281076,JORDAN TREE SERVICE,114 HARTEIS LANE,,JOHNSTOWN,PA,15905,10800,41-7100-281076
41,Johnstown Campus,7100,307767,GAP POLLUTION & ENVIRONMENTAL CONTROL IN,ONE GAP VAX LANE,,JOHNSTOWN,PA,15904,3743,41-7100-307767
41,Johnstown Campus,7100,343887,FIT OPTIMIZED SOLUTIONS,PO BOX 651,,ALLISON PARK,PA,15101,23469,41-7100-343887
41,Johnstown Campus,7100,390128,PENSTAN SUPPLY,850 HORNER STREET,,JOHNSTOWN,PA,15902,24273,41-7100-390128
41,Johnstown Campus,7100,400531,MODERN ART & PLATE GLASS CO,30 CONRAD ST,,JOHNSTOWN,PA,15905,3819,41-7100-400531
41,Johnstown Campus,7100,414822,CLARITY WATER TECHNOLOGIES LLC,50 NORTH HARRISON AVE,SUITE #10,CONGERS,NY,10920,3800,41-7100-414822
41,Johnstown Campus,7100,425025,ACCUZIP INC,3216 EL CAMINO REAL,,ATASCADERO,CA,93422-2500,1590,41-7100-425025
41,Johnstown Campus,7100,434691,ALLEGHENY FIELD SERVICES,629 ELDER STREET,,JOHNSTOWN,PA,15902,26881,41-7100-434691
41,Johnstown Campus,7100,453097,DOLAN'S WELDING & STEEL FAB. INC.,118 VENTURE STREET,,JOHNSTOWN,PA,15909,4051,41-7100-453097
41,Johnstown Campus,7100,491767,SU INSURANCE COMPANY,9667 S 20TH STREET,,OAK CREEK,WI,53154,3835,41-7100-491767
41,Johnstown Campus,7100,506718,ROTO ROOTER 1,PO BOX 444,,JOHNSTOWN,PA,15907,2914,41-7100-506718
41,Johnstown Campus,7100,510496,EAST END LOCK SERVICE,2611 GRAHAM AVE,,WINDBER,PA,15963,10239,41-7100-510496
41,Johnstown Campus,7100,515299,KAMZIK'S PLUMBING & DRAIN CLEANING LLC,207 RAYMOND DRIVE,,JOHNSTOWN,PA,15909,2221,41-7100-515299
41,Johnstown Campus,7100,529774,EAST HILLS POWER WASH & SUPPLY LLC,204 ATLANTIC ST  SUITE B,,JOHNSTOWN,PA,15904,3125,41-7100-529774
41,Johnstown Campus,7100,534384,"ADVANCED FIRE COMPANY, INC",LOCKBOX 72314,,CLEVELAND,OH,44192-0002,5120,41-7100-534384
41,Johnstown Campus,7100,547564,CUSTOM IRONWORKS WELDING & FAB INC,590 BERLIN PLANK ROAD,,SOMERSET,PA,15501,2055,41-7100-547564
41,Johnstown Campus,7100,567289,"L & M EXCAVATING CO., INC",1094 MT AIRY DR,,JOHNSTOWN,PA,15904,3583,41-7100-567289
41,Johnstown Campus,7100,568347,HARRY E SHAFFER ELECTRIC COMPANY INC,1585 HEMLOCK ROAD,,BOSWELL,PA,15531,4721,41-7100-568347
41,Johnstown Campus,7100,575439,APR SUPPLY CO. INC,1152 GARDEN STREET,,GREENSBURG,PA,15601,3676,41-7100-575439
41,Johnstown Campus,7100,577151,"JMA COLLISION CENTER, LLC",190 RAGERS HILL RD,,SOUTH FORK,PA,15956,1000,41-7100-577151
41,Johnstown Campus,7100,607828,HYDROGREEN LLC,118 SNYDER DRIVE,,NEW FLORENCE,PA,15944,8325,41-7100-607828
41,Johnstown Campus,7100,609186,DIRECTEC LLC,559 SOAP HOLLOW,,HOLLSOPPLE,PA,15935,36323,41-7100-609186
41,Johnstown Campus,7100,609374,"JAKES GOLF CARTS, LLC",7741 US HIGHWAY 522 S,,MCVEYTOWN,PA,17051,2466,41-7100-609374
41,Johnstown Campus,7100,629465,CRAIG FENCING INC,300 E 6TH AVE,,ALTOONA,PA,16602,1928,41-7100-629465
41,Johnstown Campus,7100,661811,LIBERTY FIRE SOLUTIONS LLC,13210 DUNNINGS HIGHWAY,,CLAYSBURG,PA,16625,13167,41-7100-661811
41,Johnstown Campus,7100,661922,JOHNSTOWN CONSTRUCTION MANAGEMENT SERVIC,124 DONALD LANE,,JOHNSTOWN,PA,15904,6590,41-7100-661922
41,Johnstown Campus,7100,662541,REVELS TURF AND TRACTOR CO LLC,2217 N MAIN ST,,FUQUAY VARINA,NC,27526,1825,41-7100-662541
41,Johnstown Campus,7100,667397,AIR DISTRIBUTORS CO INC,913 ULRICH AVE,,LOUISVILLE,KY,40219,2062,41-7100-667397
41,Johnstown Campus,7100,689600,CERTASITE LLC,PO BOX 772443,,DETROIT,MI,48277-2443,5588,41-7100-689600
41,Johnstown Campus,7135,105300,HITE COMPANY,PO BOX 1807,,ALTOONA,PA,16603-1807,26267,41-7135-105300
41,Johnstown Campus,7135,158297,JC EHRLICH CO INC,"700 BURSCA DRIVE, SUITE 705",,BRIDGEVILLE,PA,15017,7258,41-7135-158297
41,Johnstown Campus,7135,162073,JESCO INC,500 13TH STREET,,WINDBER,PA,15963,2566,41-7135-162073
41,Johnstown Campus,7135,178334,WASTE MANAGEMENT,WM LAMP TRACKER INC,PO BOX 932962,ATLANTA,GA,31193,52437,41-7135-178334
41,Johnstown Campus,7135,209651,"STERICYCLE, INC",P.O. BOX 6582,,CAROL STREAM,IL,60197-6582,2829,41-7135-209651
41,Johnstown Campus,7135,216384,BARCLAY ELECTRIC,894 FRANKSTOWN RD,,SIDMAN,PA,15955,11000,41-7135-216384
41,Johnstown Campus,7135,248635,GRAINGER,3750 BROOKSIDE PKWY,STE 260,ALPHARETTA,GA,30022-1433,6444,41-7135-248635
41,Johnstown Campus,7135,656326,JOHNSTOWN RESTORATION LLC,SERVICE MASTER BY JOHNSTOWN CONSTRUCTION,124 DONALD LANE,JOHNSTOWN,PA,15904,1376,41-7135-656326
41,Johnstown Campus,7700,635165,BOB MCCLOSKEY INSURANCE,P.O BOX 511,,MATAWAN,NJ,07747,18343,41-7700-635165
42,Greensburg Campus,6000,101243,B&H PHOTO VIDEO,119 WEST 17TH STREET,,NEW YORK,NY,10011,2640,42-6000-101243
42,Greensburg Campus,6000,101489,BIO-RAD LABORATORIES,PO BOX 70272,,CHICAGO,IL,60673-0272,1347,42-6000-101489
42,Greensburg Campus,6000,102136,CAROLINA BIOLOGICAL SUPPLY CO,2700 YORK ROAD,,BURLINGTON,NC,27215,1182,42-6000-102136
42,Greensburg Campus,6000,102709,COLT PLUMBING SPECIALTIES,1132 W TRINDLE RD,,MECHANICSBURG,PA,17055,1120,42-6000-102709
42,Greensburg Campus,6000,103356,DELL MARKETING LP,DEPT AT 40275,,ATLANTA,GA,31192-0001,3533,42-6000-103356
42,Greensburg Campus,6000,104219,FILTECH INC,PO BOX 421,,WEST HOMESTEAD,PA,15120,7532,42-6000-104219
42,Greensburg Campus,6000,104257,FISHER SCIENTIFIC COMPANY LLC,PO BOX 406538,,ATLANTA,GA,30384-6538,9810,42-6000-104257
42,Greensburg Campus,6000,104384,FRANKLIN INTERIORS,PO BOX 6107,,HERMITAGE,PA,16148-0923,8976,42-6000-104384
42,Greensburg Campus,6000,106309,CERTIFIED LABORATORIES,23261 NETWORK PLACE,,CHICAGO,IL,60673-1232,4349,42-6000-106309
42,Greensburg Campus,6000,106896,COLKER JANITORIAL SUPPLY,80 MESSENGER STREET,,JOHNSTOWN,PA,15902,3936,42-6000-106896
42,Greensburg Campus,6000,107746,MCKESSON MEDICAL-SURGICAL GOVERNMENT SOL,PO BOX 936279,,ATLANTA,GA,31193-6279,3563,42-6000-107746
42,Greensburg Campus,6000,109727,RE MICHEL CO INC,PO BOX 2318,,BALTIMORE,MD,21203,14514,42-6000-109727
42,Greensburg Campus,6000,110360,SCOTT ELECTRIC CO,1000 SOUTH MAIN ST,PO BOX S,GREENSBURG,PA,15601-0899,3272,42-6000-110360
42,Greensburg Campus,6000,112283,WATER HEATER DISTRIBUTORS,3219 LIBERTY AVE,,PITTSBURGH,PA,15201,1295,42-6000-112283
42,Greensburg Campus,6000,112635,WORKAMERICA,3220 PENN AVENUE,,PITTSBURGH,PA,15201,2452,42-6000-112635
42,Greensburg Campus,6000,112981,EASTERN REFRIGERATION SUPPLY,928 SOUTH MAIN STREET,,GREENSBURG,PA,15601,13060,42-6000-112981
42,Greensburg Campus,6000,113000,MEDCO SUPPLY CO INC,25 NORTHPOINTE PARKWAY,STE 25,AMHERST,NY,14228,3558,42-6000-113000
42,Greensburg Campus,6000,113024,NATALE SPORTING GOODS INC,209 FIFTH AVENUE,,MCKEESPORT,PA,15132,31870,42-6000-113024
42,Greensburg Campus,6000,113026,OC CLUSS,DEPT L-2731,,COLUMBUS,OH,43260,2286,42-6000-113026
42,Greensburg Campus,6000,113061,WALTERS ELECTRIC REPAIR SHOP,10 WEST SECOND AVENUE,,LATROBE,PA,15650,1135,42-6000-113061
42,Greensburg Campus,6000,114416,PITTSBURGH AIR SYSTEMS INC,208 BILMAR DR,,PITTSBURGH,PA,15205,2140,42-6000-114416
42,Greensburg Campus,6000,115138,LAWSON PRODUCTS INC,135 S LASALLE DEPT 2689,,CHICAGO,IL,60674-2689,1101,42-6000-115138
42,Greensburg Campus,6000,135124,VARSITY SPIRIT FASHIONS,204 BARTON STREET,,EBENSBURG,PA,15931,3148,42-6000-135124
42,Greensburg Campus,6000,158341,SHERWIN-WILLIAMS CO,50 FREEPORT ROAD,,ASPINWALL,PA,15215-2906,1061,42-6000-158341
42,Greensburg Campus,6000,159451,EASTBAY,DEPT #5374,PO BOX 311,MILWAUKEE,WI,53201-0311,8545,42-6000-159451
42,Greensburg Campus,6000,175443,AGWAY INC,1025 GREEN STREET,,GREENSBURG,PA,15601,1130,42-6000-175443
42,Greensburg Campus,6000,183341,SSM INDUSTRIES INC,3401 GRAND AVE,,PITTSBURGH,PA,15225,3187,42-6000-183341
42,Greensburg Campus,6000,185133,CDW GOVERNMENT INC,75 REMITTANCE DR,SUITE 1515,CHICAGO,IL,60675-1515,4746,42-6000-185133
42,Greensburg Campus,6000,209310,LENNOX INDUSTRIES INC,PO BOX 92672,,CHICAGO,IL,60675-2672,1020,42-6000-209310
42,Greensburg Campus,6000,212371,ALL-STAR PROMOTIONS,932 ST CLAIR WAY SUITE 3,,GREENSBURG,PA,15601,22720,42-6000-212371
42,Greensburg Campus,6000,233300,UNITY PRINTING,1155 CLEARVIEW DRIVE,,LATROBE,PA,15650-1881,1317,42-6000-233300
42,Greensburg Campus,6000,246133,BUILDERS HARDWARE AND SPECIALTY CO,2002 WEST 16TH ST,,ERIE,PA,16505,1018,42-6000-246133
42,Greensburg Campus,6000,247809,GLOBAL INDUSTRIAL EQUIPMENT,2505 MILL CENTER PKWY,,BUFORD,GA,30518-3700,1739,42-6000-247809
42,Greensburg Campus,6000,248635,GRAINGER,3750 BROOKSIDE PKWY,STE 260,ALPHARETTA,GA,30022-1433,33901,42-6000-248635
42,Greensburg Campus,6000,252857,WALMART COMMUNITY,PO BOX 530933 DEPT 87,,ATLANTA,GA,30353-0933,1535,42-6000-252857
42,Greensburg Campus,6000,262228,AMAZON WEB SERVICES INC,PO BOX 530958,,ATLANTA,GA,30353-0958,20272,42-6000-262228
42,Greensburg Campus,6000,263560,DON'S APPLIANCES LTD,2335 WASHINGTON RD,,CANONSBURG,PA,15317,4508,42-6000-263560
42,Greensburg Campus,6000,285126,YSI INC,26717 NETWORK PL,A XYLEM BRAND,CHICAGO,IL,60673-1267,2028,42-6000-285126
42,Greensburg Campus,6000,295739,D-BUG INC,1142 MISSION ROAD,,LATROBE,PA,15650,10500,42-6000-295739
42,Greensburg Campus,6000,299513,JOHNSONS ACE HARDWARE,PO BOX 175,2331 MT PLEASANT ROAD,NORVELT,PA,15674,1198,42-6000-299513
42,Greensburg Campus,6000,299542,MAVERICK JACKETS INC,1308 VILLAGE CREEK DR,SUITE 2000,PLANO,TX,75093,1025,42-6000-299542
42,Greensburg Campus,6000,300574,CHEM-AQUA,23261 NETWORK PL,,CHICAGO,IL,60673-1232,4000,42-6000-300574
42,Greensburg Campus,6000,336097,AMERICAN ROCK SALT CO LLC,PO BOX 8000,DEPT 909,BUFFALO,NY,14267,6190,42-6000-336097
42,Greensburg Campus,6000,338845,EDWIN C HURST PLUMBING,RD 11 BOX 369,,GREENSBURG,PA,15601,1750,42-6000-338845
42,Greensburg Campus,6000,345703,LOWE'S,PCARD,,,NC,28117-8520,2228,42-6000-345703
42,Greensburg Campus,6000,363387,DHH ROCKS & MORE,237 HOLLY PLACE,,MT PLEASANT,PA,15666,2912,42-6000-363387
42,Greensburg Campus,6000,368422,EXPORT FUEL CO INC,8038 ROUTE 819,,GREENSBURG,PA,15601,8955,42-6000-368422
42,Greensburg Campus,6000,370731,COLLEGE AGENCY LLC,9036 KELL CIR,,MINNEAPOLIS,MN,55437-1811,2050,42-6000-370731
42,Greensburg Campus,6000,487952,BSN SPORTS INC,1180-A CALIFORNIA AVE,,CORONA,CA,92881,12387,42-6000-487952
42,Greensburg Campus,6000,490646,RICHARDSON ATHLETICS LLC,160 PARKINSON DR,,RICHLAND,MS,39218,12146,42-6000-490646
42,Greensburg Campus,6000,521322,SUPRA OFFICE SOLUTIONS INC,PO BOX 201,,BALA CYNWYD,PA,19004,17727,42-6000-521322
42,Greensburg Campus,6000,523944,BOXCAST INC,1501 NORTH MARGINAL ROAD,BURKE LAKEFRONT AIRPORT,CLEVELAND,OH,44114,5047,42-6000-523944
